# Obs_X , Obs_Y , Obs_Z , UV_X , UV_Y , UV_Z , Vmag , detID , eclipticLat , obsCode , solarElong , timeUTC , trkID
0.9881087725752195 , 0.15940066498924915 , 2.3961181118282132e-05 , 0.7716818550167049 , 0.6007191703921748 , 0.2089104903094014 , 19.0 , KUWLAe0100004kto01000000o , 0.21046073452076808 , 461 , 2.601202754743392 , 2455837.38089 , 000000fRre
0.9881344926720366 , 0.1592534125918303 , 2.4572683263402587e-05 , 0.7716797755490671 , 0.6007334469129407 , 0.20887711643126053 , 19.1 , KUWLAe0100004kto01000000w , 0.21042660774907868 , 461 , 2.6010669498072136 , 2455837.37227 , 000000fRrh
0.9880699665302153 , 0.15962173637364696 , 2.303094781435168e-05 , 0.7716864388631004 , 0.6006960237034458 , 0.2089601090678684 , 19.0 , KUWLAe0100004kto01000000y , 0.2105114731069303 , 461 , 2.6014089109347416 , 2455837.39383 , 000000fRrh
0.7571680737917252 , 0.6411568100782743 , -3.2866366549350953e-06 , 0.8051365842377608 , 0.5131302671919731 , 0.2974094981896937 , 19.4 , KV2Bn40100005a5P0100002rH , 0.3019782254976822 , G96 , 2.8115689749453385 , 2455868.70633 , 000001eT3I
0.7570683892863609 , 0.6412724923768199 , -4.073739102354706e-06 , 0.8051479175536531 , 0.5131039980578891 , 0.29742413828743863 , 19.6 , KV2Bn40100005a5P0100002rI , 0.3019935594934788 , G96 , 2.811481391846882 , 2455868.71505 , 000001eT3I
0.7081315787650303 , 0.6934075088078294 , -3.23684150857431e-05 , -0.4729498939979663 , 0.8430667539030743 , 0.2560407120569804 , 21.8 , Kz5Het0100006SNh01000006h , 0.2589241493809424 , F51 , 1.8254535494344997 , 2457699.11613 , 000002lG8B
0.7079508153273081 , 0.6935821766109426 , -3.1772303968436285e-05 , -0.47297728093529434 , 0.8430455523853269 , 0.2560599311145238 , 21.9 , Kz5Het0100006SNh01000006j , 0.2589440312306898 , F51 , 1.825662652372504 , 2457699.13053 , 000002lG8B
-0.03201179832732796 , 0.9831276228569653 , -3.962251188737868e-05 , -0.4364310171486391 , 0.847844243788337 , 0.30114465883622643 , 21.2 , KzrEii0100006UJ901000001S , 0.30589280929284557 , F51 , 2.6091825878318877 , 2457746.00253 , 000002nbzt
-0.03244245268004301 , 0.9831095755844311 , -3.8357770168869284e-05 , -0.43634810054688894 , 0.8478851759610291 , 0.30114957003897036 , 21.3 , KzrEii0100006UJ901000001U , 0.30589795958398913 , F51 , 2.60961126697505 , 2457746.02687 , 000002nbzt
0.9219751987386214 , 0.37948817753983666 , 1.5661642732151187e-06 , 0.9671094039975843 , -0.2056985166183178 , -0.14962460011796533 , 19.0 , LGk7k6010000DIIN01000004a , -0.15018858794219087 , F51 , 2.5252913707145592 , 2458772.81227 , 00000EHp7f
0.9220484259862713 , 0.37931349973242323 , 2.592232971034301e-06 , 0.9671056168345292 , -0.20568726898564935 , -0.14966453576024558 , 19.1 , LGk7k6010000DIIN01000004Z , -0.1502289783866862 , F51 , 2.5254759391250072 , 2458772.80139 , 00000EHp7f
0.9221215828538378 , 0.3791385563980739 , 3.5906691003134093e-06 , 0.9671020291560996 , -0.2056757354083109 , -0.14970356397362528 , 19.0 , LGk7k6010000DIIN01000004Y , -0.1502684513067274 , F51 , 2.525661223014659 , 2458772.79049 , 00000EHp7f
0.9221944732468028 , 0.37896383979334675 , 4.554044540673894e-06 , 0.9670982547540231 , -0.20566470533164316 , -0.14974309544206382 , 19.0 , LGk7k6010000DIIN01000004X , -0.1503084334566609 , F51 , 2.5258455732969898 , 2458772.7796 , 00000EHp7f
0.6174956538685008 , -0.8058452947453709 , 5.1944352755781504e-05 , 0.9524868372836907 , -0.03943475519342539 , -0.3020161003723922 , 19.9 , LGk84k000000DIIW01000001c , -0.30680680585780223 , J43 , 2.2276404503585763 , 2458695.70056 , 00000EHpYf
0.6173822684009049 , -0.8059354654157077 , 5.271707589202225e-05 , 0.9524865801108267 , -0.03944375213535353 , -0.3020157365540192 , 19.3 , LGk84k000000DIIW01000001b , -0.30680642421794796 , J43 , 2.2275170921215355 , 2458695.69206 , 00000EHpYf
0.6172690342175273 , -0.8060254231876344 , 5.349504152498116e-05 , 0.9524868691308942 , -0.03945343259975117 , -0.30201356060502255 , 19.7 , LGk84k000000DIIW01000001a , -0.3068041416820203 , J43 , 2.227395062429472 , 2458695.68358 , 00000EHpYf
0.6171558176262159 , -0.8061152690951642 , 5.4276941370731766e-05 , 0.952486695175179 , -0.03946663424126011 , -0.30201238434198713 , 19.0 , LGk84k000000DIIW01000001Z , -0.3068029078014709 , J43 , 2.2272762785891156 , 2458695.67511 , 00000EHpYf
0.9767176191584865 , 0.21428161915905317 , 1.5234061944898206e-05 , 0.9640018854621601 , -0.1898068771754782 , -0.1862087919575585 , 18.8 , LGaBdv010000DHiC0100006qE , -0.18730202907235877 , 703 , 2.692705170011616 , 2458762.69459 , 00000EFr7s
